"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"coop/Bot273";"Yasuhiro";"Yasuhiro";"Yasuhiro";"Yasuhiro";"Yasuhiro";"Yasuhiro";"Yasuhiro";"Jasuhiro";"Yasuhiro";"泰\t弘";"ヤスヒロ";"Yasuhiro";"Yasuhiro";"Ясухіро";"Yasuhiro";"Jaszuhiro";"야스히로";"Yasuhiro";"««Yasuhiro»»";"Yasuhiro";"正\t补\t王\t野\t分";;
"coop/Bot274";"Yasuichi";"Yasuichi";"Yasuichi";"Yasuichi";"Yasuichi";"Yasuichi";"Yasuichi";"Jasuiči";"Yasuichi";"安\t一";"ヤスイチ";"Yasuichi";"Yasuichi";"Ясуічі";"Yasuichi";"Jaszuicsi";"야스이치";"Yasuichi";"««Yasuichi»»";"Yasuichi";"损\t失\t惨\t重";;
"coop/Bot275";"Yasuko";"Yasuko";"Yasuko";"Yasuko";"Yasuko";"Yasuko";"Yasuko";"Jasuko";"Yasuko";"恭\t子";"ヤスコ";"Yasuko";"Yasuko";"Ясуко";"Yasuko";"Jaszuko";"야스코";"Yasuko";"««Yasuko»»";"Yasuko";"炫\t耀\t者\t无\t人\t机";;
"coop/Bot276";"Yasukazu";"Yasukazu";"Yasukazu";"Yasukazu";"Yasukazu";"Yasukazu";"Yasukazu";"Jasukazu";"Yasukazu";"保\t和";"ヤスカズ";"Yasukazu";"Yasukazu";"Ясуказу";"Yasukazu";"Jaszukazu";"야스카즈";"Yasukazu";"««Yasukazu»»";"Yasukazu";"事\t件\t视\t界";;
"coop/Bot277";"Yasusuke";"Yasusuke";"Yasusuke";"Yasusuke";"Yasusuke";"Yasusuke";"Yasusuke";"Jasusuke";"Yasusuke";"康\t辅";"ヤススケ";"Yasusuke";"Yasusuke";"Ясусуке";"Yasusuke";"Jaszuszuke";"야스스케";"Yasusuke";"««Yasusuke»»";"Yasusuke";"引\t力\t透\t镜";;
"coop/Bot278";"Yasuyuki";"Yasuyuki";"Yasuyuki";"Yasuyuki";"Yasuyuki";"Yasuyuki";"Yasuyuki";"Jasujuki";"Yasuyuki";"靖\t之";"ヤスユキ";"Yasuyuki";"Yasuyuki";"Ясуюкі";"Yasuyuki";"Jaszujuki";"야스유키";"Yasuyuki";"««Yasuyuki»»";"Yasuyuki";"跪\t地\t不\t起";;
"coop/Bot279";"Yoshiaki";"Yoshiaki";"Yoshiaki";"Yoshiaki";"Yoshiaki";"Yoshiaki";"Yoshiaki";"Jošiaki";"Yoshiaki";"义\t明";"ヨシアキ";"Yoshiaki";"Yoshiaki";"Йошиакі";"Yoshiaki";"Josiaki";"요시아키";"Yoshiaki";"««Yoshiaki»»";"Yoshiaki";"蓝\t水\t大\t杀\t器";;
"coop/Bot280";"Yoshihiko";"Yoshihiko";"Yoshihiko";"Yoshihiko";"Yoshihiko";"Yoshihiko";"Yoshihiko";"Jošihiko";"Yoshihiko";"佳\t彦";"ヨシヒコ";"Yoshihiko";"Yoshihiko";"Йошихіко";"Yoshihiko";"Josihiko";"요시히코";"Yoshihiko";"««Yoshihiko»»";"Yoshihiko";"实\t用\t备\t胎";;
"coop/Bot281";"Yoshihiro";"Yoshihiro";"Yoshihiro";"Yoshihiro";"Yoshihiro";"Yoshihiro";"Yoshihiro";"Jošihiro";"Yoshihiro";"吉\t弘";"ヨシヒロ";"Yoshihiro";"Yoshihiro";"Йошихіро";"Yoshihiro";"Josihiro";"요시히로";"Yoshihiro";"««Yoshihiro»»";"Yoshihiro";"专\t业\t接\t盘\t侠";;
"coop/Bot282";"Yoshiichi";"Yoshiichi";"Yoshiichi";"Yoshiichi";"Yoshiichi";"Yoshiichi";"Yoshiichi";"Jošiiči";"Yoshiichi";"能\t一";"ヨシイチ";"Yoshiichi";"Yoshiichi";"Йошиічі";"Yoshiichi";"Josiicsi";"요시이치";"Yoshiichi";"««Yoshiichi»»";"Yoshiichi";"装\t甲\t侦\t察\t兵";;
"coop/Bot283";"Yoshikazu";"Yoshikazu";"Yoshikazu";"Yoshikazu";"Yoshikazu";"Yoshikazu";"Yoshikazu";"Jošikazu";"Yoshikazu";"庆\t和";"ヨシカズ";"Yoshikazu";"Yoshikazu";"Йошиказу";"Yoshikazu";"Josikazu";"요시카즈";"Yoshikazu";"««Yoshikazu»»";"Yoshikazu";"装\t甲\t通\t信\t兵";;
"coop/Bot284";"Yoshinori";"Yoshinori";"Yoshinori";"Yoshinori";"Yoshinori";"Yoshinori";"Yoshinori";"Jošinori";"Yoshinori";"义\t则";"ヨシノリ";"Yoshinori";"Yoshinori";"Йошинорі";"Yoshinori";"Josinori";"요시노리";"Yoshinori";"««Yoshinori»»";"Yoshinori";"司\t令\t部";;
"coop/Bot285";"Yoshisuke";"Yoshisuke";"Yoshisuke";"Yoshisuke";"Yoshisuke";"Yoshisuke";"Yoshisuke";"Jošisuke";"Yoshisuke";"吉\t亮";"ヨシスケ";"Yoshisuke";"Yoshisuke";"Йошисуке";"Yoshisuke";"Josiszuke";"요시스케";"Yoshisuke";"««Yoshisuke»»";"Yoshisuke";"机\t械\t化\t步\t兵";;
"coop/Bot286";"Yoshiyuki";"Yoshiyuki";"Yoshiyuki";"Yoshiyuki";"Yoshiyuki";"Yoshiyuki";"Yoshiyuki";"Jošijuki";"Yoshiyuki";"善\t之";"ヨシユキ";"Yoshiyuki";"Yoshiyuki";"Йошіюкі";"Yoshiyuki";"Josijuki";"요시유키";"Yoshiyuki";"««Yoshiyuki»»";"Yoshiyuki";"装\t甲\t掷\t弹\t兵";;
"coop/Bot287";"Yuichi";"Yuichi";"Yuichi";"Yuichi";"Yuichi";"Yuichi";"Yuichi";"Juiči";"Yuichi";"由\t一";"ヨウイチ";"Yuichi";"Yuichi";"Юічі";"Yuichi";"Juicsi";"유이치";"Yuichi";"««Yuichi»»";"Yuichi";"装\t甲\t工\t兵";;
"coop/Bot288";"Afanasiy";"Afanasiy";"Afanasiy";"Afanasiy";"Afanasiy";"Afanasiy";"Afanasiy";"Afanasij";"Afanasiy";"阿\t法\t纳\t西";"アファナシー";"Afanasiy";"Afanasiy";"Афанасій";"Afanasiy";"Afanaszij";"아파나시";"Afanasiy";"««Afanasiy»»";"Afanasiy";"重\t型\t反\t坦\t克\t营";;
"coop/Bot289";"Agripin";"Agripin";"Agripin";"Agripin";"Agripin";"Agripin";"Agripin";"Agripin";"Agripin";"阿\t格\t里\t平";"アグリフィン";"Agripin";"Agripin";"Агріпін";"Agripin";"Agripin";"아그리핀";"Agripin";"««Agripin»»";"Agripin";"重\t装\t甲\t营";;
"coop/Bot290";"Akim";"Akim";"Akim";"Akim";"Akim";"Akim";"Akim";"Akim";"Akim";"阿\t基\t姆";"アキム";"Akim";"Akim";"Акім";"Akim";"Akim";"아킴";"Akim";"««Akim»»";"Akim";"近\t卫\t航\t空\t团";;
"coop/Bot291";"Aleksandr";"Aleksandr";"Aleksandr";"Aleksandr";"Aleksandr";"Aleksandr";"Aleksandr";"Alexandr";"Aleksandr";"亚\t历\t山\t大";"アレクサンドル";"Aleksandr";"Aleksandr";"Олександр";"Aleksandr";"Alekszandr";"알렉산드르";"Aleksandr";"««Aleksandr»»";"Aleksandr";"近\t卫\t机\t械\t化\t师";;
"coop/Bot292";"Aleksey";"Aleksey";"Aleksey";"Aleksey";"Aleksey";"Aleksey";"Aleksey";"Alexej";"Aleksey";"阿\t列\t克\t谢";"アレクセイ";"Aleksey";"Aleksey";"Олексій";"Aleksey";"Alekszej";"알렉세이";"Aleksey";"««Aleksey»»";"Aleksey";"近\t卫\t骑\t兵";;
"coop/Bot293";"Anatoliy";"Anatoliy";"Anatoliy";"Anatoliy";"Anatoliy";"Anatoliy";"Anatoliy";"Anatolij";"Anatoliy";"阿\t纳\t托\t利";"アナトリー";"Anatoliy";"Anatoliy";"Анатолій";"Anatoliy";"Anatolij";"아나톨리";"Anatoliy";"««Anatoliy»»";"Anatoliy";"近\t卫\t步\t兵";;
"coop/Bot294";"Andrey";"Andrey";"Andrey";"Andrey";"Andrey";"Andrey";"Andrey";"Andrej";"Andrey";"安\t德\t烈";"アンドレイ";"Andrey";"Andrey";"Андрій";"Andrey";"Andrej";"안드레이";"Andrey";"««Andrey»»";"Andrey";"近\t卫\t火\t箭\t炮\t兵";;
"coop/Bot295";"Anisim";"Anisim";"Anisim";"Anisim";"Anisim";"Anisim";"Anisim";"Anisim";"Anisim";"阿\t尼\t西\t姆";"アニミズム";"Anisim";"Anisim";"Анисим";"Anisim";"Aniszim";"아니심";"Anisim";"««Anisim»»";"Anisim";"近\t卫\t炮\t兵";;
"coop/Bot296";"Anton";"Anton";"Anton";"Anton";"Anton";"Anton";"Anton";"Anton";"Anton";"安\t东";"アントン";"Anton";"Anton";"Антон";"Anton";"Anton";"안톤";"Anton";"««Anton»»";"Anton";"突\t破\t炮\t兵";;
"coop/Bot297";"Aristarkh";"Aristarkh";"Aristarkh";"Aristarkh";"Aristarkh";"Aristarkh";"Aristarkh";"Aristarch";"Aristarkh";"阿\t里\t斯\t塔\t尔\t赫";"アリスタルフ";"Aristarkh";"Aristarkh";"Аристарх";"Aristarkh";"Arisztarh";"아리스타르흐";"Aristarkh";"««Aristarkh»»";"Aristarkh";"近\t卫\t空\t降\t兵";;
"coop/Bot298";"Arkadiy";"Arkadiy";"Arkadiy";"Arkadiy";"Arkadiy";"Arkadiy";"Arkadiy";"Arkadij";"Arkadiy";"阿\t尔\t卡\t季";"アルカージー";"Arkadiy";"Arkadiy";"Аркадій";"Arkadiy";"Arkagyij";"알카디";"Arkadiy";"««Arkadiy»»";"Arkadiy";"操\t纵\t杆";;
"coop/Bot299";"Arkhip";"Arkhip";"Arkhip";"Arkhip";"Arkhip";"Arkhip";"Arkhip";"Archip";"Arkhip";"阿\t尔\t希\t普";"アルヒープ";"Arkhip";"Arkhip";"Архип";"Arkhip";"Arhip";"아르히프";"Arkhip";"««Arkhip»»";"Arkhip";"尖\t沙\t咀";;
"coop/Bot300";"Arseniy";"Arseniy";"Arseniy";"Arseniy";"Arseniy";"Arseniy";"Arseniy";"Arsenij";"Arseniy";"阿\t尔\t谢\t尼";"アルセニー";"Arseniy";"Arseniy";"Арсеній";"Arseniy";"Arszenyij";"아르셰니";"Arseniy";"««Arseniy»»";"Arseniy";"铜\t锣\t湾";;
"coop/Bot301";"Artemiy";"Artemiy";"Artemiy";"Artemiy";"Artemiy";"Artemiy";"Artemiy";"Artemij";"Artemiy";"阿\t尔\t捷\t米";"アルチョーム";"Artemiy";"Artemiy";"Артемій";"Artemiy";"Artyemij";"아르테미";"Artemiy";"««Artemiy»»";"Artemiy";"殉\t爆";;
"coop/Bot302";"Bogdan";"Bogdan";"Bogdan";"Bogdan";"Bogdan";"Bogdan";"Bogdan";"Bogdan";"Bogdan";"波\t格\t丹";"ボグダン";"Bogdan";"Bogdan";"Богдан";"Bogdan";"Bogdan";"보그단";"Bogdan";"««Bogdan»»";"Bogdan";"杀\t马\t特\t机\t枪\t兵";;
"coop/Bot303";"Borislav";"Borislav";"Borislav";"Borislav";"Borislav";"Borislav";"Borislav";"Borislav";"Borislav";"鲍\t里\t斯\t拉\t夫";"ボリスラフ";"Borislav";"Borislav";"Борислав";"Borislav";"Boriszlav";"보리슬라프";"Borislav";"««Borislav»»";"Borislav";"盖\t特\t机\t炮";;
"coop/Bot304";"Bronislav";"Bronislav";"Bronislav";"Bronislav";"Bronislav";"Bronislav";"Bronislav";"Bronislav";"Bronislav";"布\t罗\t尼\t斯\t拉\t夫";"ブロニスワフ";"Bronislav";"Bronislav";"Броніслав";"Bronislav";"Bronyiszlav";"브로니슬라프";"Bronislav";"««Bronislav»»";"Bronislav";"德\t玛\t西\t亚\t万\t岁";;
"coop/Bot305";"Daniil";"Daniil";"Daniil";"Daniil";"Daniil";"Daniil";"Daniil";"Daniil";"Daniil";"丹\t尼\t尔";"ダニー";"Daniil";"Daniil";"Даниїл";"Daniil";"Danyiil";"다닐";"Daniil";"««Daniil»»";"Daniil";"水\t泥\t之\t王";;
"coop/Bot306";"Demyan";"Demyan";"Demyan";"Demyan";"Demyan";"Demyan";"Demyan";"Demjan";"Demyan";"杰\t米\t扬";"デミヤン";"Demyan";"Demyan";"Дем'ян";"Demyan";"Gyemjan";"데미얀";"Demyan";"««Demyan»»";"Demyan";"让\t炮\t弹\t飞";;
"coop/Bot307";"Denis";"Denis";"Denis";"Denis";"Denis";"Denis";"Denis";"Denis";"Denis";"丹\t尼\t斯";"デニス";"Denis";"Denis";"Денис";"Denis";"Gyenyisz";"데니스";"Denis";"««Denis»»";"Denis";"夜\t袭\t寡\t妇\t村";;
"coop/Bot308";"Dmitriy";"Dmitriy";"Dmitriy";"Dmitriy";"Dmitriy";"Dmitriy";"Dmitriy";"Dmitrij";"Dmitriy";"德\t米\t特\t里";"ドミトリー";"Dmitriy";"Dmitriy";"Дмитро";"Dmitriy";"Dmitrij";"드미트리";"Dmitriy";"««Dmitriy»»";"Dmitriy";"进\t城\t打\t炮";;
"coop/Bot309";"Dorofey";"Dorofey";"Dorofey";"Dorofey";"Dorofey";"Dorofey";"Dorofey";"Dorofej";"Dorofey";"多\t罗\t费";"ドロフェイ";"Dorofey";"Dorofey";"Дорофей";"Dorofey";"Dorofej";"도로페이";"Dorofey";"««Dorofey»»";"Dorofey";"终\t极\t武\t士";;
"coop/Bot310";"Efim";"Efim";"Efim";"Efim";"Efim";"Efim";"Efim";"Efim";"Efim";"叶\t菲\t姆";"エフィム";"Efim";"Efim";"Єфим";"Efim";"Jefim";"예핌";"Efim";"««Efim»»";"Efim";"冰\t火\t围\t城";;
"coop/Bot311";"Efrem";"Efrem";"Efrem";"Efrem";"Efrem";"Efrem";"Efrem";"Efrem";"Efrem";"叶\t夫\t列\t姆";"エフレム";"Efrem";"Efrem";"Єфрем";"Efrem";"Jefrem";"예프렘";"Efrem";"««Efrem»»";"Efrem";"孙\t子\t别\t跑";;
"coop/Bot312";"Efrosin";"Efrosin";"Efrosin";"Efrosin";"Efrosin";"Efrosin";"Efrosin";"Efrosin";"Efrosin";"叶\t夫\t罗\t辛";"エフロシン";"Efrosin";"Efrosin";"Єфросін";"Efrosin";"Jefroszin";"예프로신";"Efrosin";"««Efrosin»»";"Efrosin";"战\t斗\t位\t置";;
"coop/Bot313";"Egor";"Egor";"Egor";"Egor";"Egor";"Egor";"Egor";"Egor";"Egor";"叶\t戈\t尔";"エゴール";"Egor";"Egor";"Єгор";"Egor";"Jegor";"예고르";"Egor";"««Egor»»";"Egor";"捍\t卫\t雄\t鹰";;
"coop/Bot314";"Emelian";"Emelian";"Emelian";"Emelian";"Emelian";"Emelian";"Emelian";"Emelian";"Emelian";"叶\t梅\t利\t扬";"エルミアン";"Emelian";"Emelian";"Еміліян";"Emelian";"Jemeljan";"예멜리안";"Emelian";"««Emelian»»";"Emelian";"冰\t雪\t皇\t后";;
"coop/Bot315";"Ermolay";"Ermolay";"Ermolay";"Ermolay";"Ermolay";"Ermolay";"Ermolay";"Ermolaj";"Ermolay";"叶\t尔\t莫\t莱";"エルモライ";"Ermolay";"Ermolay";"Єрмолай";"Ermolay";"Jermolaj";"예르몰라이";"Ermolay";"««Ermolay»»";"Ermolay";"全\t军\t出\t击";;
"coop/Bot316";"Evgeniy";"Evgeniy";"Evgeniy";"Evgeniy";"Evgeniy";"Evgeniy";"Evgeniy";"Evgenij";"Evgeniy";"叶\t夫\t根\t尼";"エウゲニー";"Evgeniy";"Evgeniy";"Євгеній";"Evgeniy";"Jevgenyij";"예프게니";"Evgeniy";"««Evgeniy»»";"Evgeniy";"突\t击\t英\t雄";;
"coop/Bot317";"Faina";"Faina";"Faina";"Faina";"Faina";"Faina";"Faina";"Faina";"Faina";"法\t因\t娜";"ファイナ";"Faina";"Faina";"Фаїна";"Faina";"Faina";"파이나";"Faina";"««Faina»»";"Faina";"炸\t毙\t终\t结\t者";;
"coop/Bot318";"Faddey";"Faddey";"Faddey";"Faddey";"Faddey";"Faddey";"Faddey";"Faddej";"Faddey";"法\t杰\t伊";"ファジェイ";"Faddey";"Faddey";"Фаддей";"Faddey";"Faddej";"파데이";"Faddey";"««Faddey»»";"Faddey";"元\t首\t在\t咆\t哮";;
"coop/Bot319";"Fedot";"Fedot";"Fedot";"Fedot";"Fedot";"Fedot";"Fedot";"Fedot";"Fedot";"费\t多\t特";"フョードル";"Fedot";"Fedot";"Федот";"Fedot";"Fedot";"페도트";"Fedot";"««Fedot»»";"Fedot";"我\t到\t河\t北\t省\t来";;
"coop/Bot320";"Feodor";"Feodor";"Feodor";"Feodor";"Feodor";"Feodor";"Feodor";"Feodor";"Feodor";"费\t奥\t多\t尔";"フィアドー";"Feodor";"Feodor";"Федір";"Feodor";"Fjodor";"페오도르";"Feodor";"««Feodor»»";"Feodor";"炼\t钢\t大\t神";;
"coop/Bot321";"Filat";"Filat";"Filat";"Filat";"Filat";"Filat";"Filat";"Filat";"Filat";"菲\t拉\t特";"フィラット";"Filat";"Filat";"Філат";"Filat";"Filat";"필라트";"Filat";"««Filat»»";"Filat";"马\t尔\t代\t夫\t英\t豪";;
"coop/Bot322";"Foka";"Foka";"Foka";"Foka";"Foka";"Foka";"Foka";"Foka";"Foka";"福\t卡";"フォーカ";"Foka";"Foka";"Фока";"Foka";"Foka";"포카";"Foka";"««Foka»»";"Foka";"妮\t可\t妮\t可\t妮";;
"coop/Bot323";"Foma";"Foma";"Foma";"Foma";"Foma";"Foma";"Foma";"Foma";"Foma";"福\t马";"フォーマ";"Foma";"Foma";"Фома";"Foma";"Foma";"포마";"Foma";"««Foma»»";"Foma";"国\t人\t无\t敌";;
"coop/Bot324";"Gavriil";"Gavriil";"Gavriil";"Gavriil";"Gavriil";"Gavriil";"Gavriil";"Gavriil";"Gavriil";"加\t夫\t里\t尔";"ガブリエル";"Gavriil";"Gavriil";"Гавриїл";"Gavriil";"Gavriil";"가브릴";"Gavriil";"««Gavriil»»";"Gavriil";"石\t头\t门\t厨";;
"coop/Bot325";"Gennadiy";"Gennadiy";"Gennadiy";"Gennadiy";"Gennadiy";"Gennadiy";"Gennadiy";"Gennadij";"Gennadiy";"根\t纳\t季";"ゲンナディ";"Gennadiy";"Gennadiy";"Геннадій";"Gennadiy";"Hennagyij";"게나디";"Gennadiy";"««Gennadiy»»";"Gennadiy";"打\t飞\t机\t高\t手";;
"coop/Bot326";"Gerasim";"Gerasim";"Gerasim";"Gerasim";"Gerasim";"Gerasim";"Gerasim";"Gerasim";"Gerasim";"格\t拉\t西\t姆";"ゲラシム";"Gerasim";"Gerasim";"Герасим";"Gerasim";"Geraszim";"게라심";"Gerasim";"««Gerasim»»";"Gerasim";"美\t丽\t好\t心\t情";;
"coop/Bot327";"German";"German";"German";"German";"German";"German";"German";"German";"German";"格\t尔\t玛\t尼";"ジャーマン";"German";"German";"Герман";"German";"Gyerman";"게르만";"German";"««German»»";"German";"早\t起\t打\t飞\t机";;
"coop/Bot328";"Gleb";"Gleb";"Gleb";"Gleb";"Gleb";"Gleb";"Gleb";"Gleb";"Gleb";"格\t列\t布";"グリー";"Gleb";"Gleb";"Гліб";"Gleb";"Gleb";"글레브";"Gleb";"««Gleb»»";"Gleb";"坦\t克\t卫\t兵";;
"coop/Bot329";"Gordey";"Gordey";"Gordey";"Gordey";"Gordey";"Gordey";"Gordey";"Gordej";"Gordey";"戈\t尔\t杰\t尹";"ゴディ";"Gordey";"Gordey";"Гордій";"Gordey";"Gorgyej";"고르데이";"Gordey";"««Gordey»»";"Gordey";"就\t要\t金\t坷\t垃";;
"coop/Bot330";"Grigoriy";"Grigoriy";"Grigoriy";"Grigoriy";"Grigoriy";"Grigoriy";"Grigoriy";"Grigorij";"Grigoriy";"格\t里\t戈\t里";"グリゴリ";"Grigoriy";"Grigoriy";"Григорій";"Grigoriy";"Grigorij";"그리고리";"Grigoriy";"««Grigoriy»»";"Grigoriy";"快\t买\t金\t坷\t垃";;
"coop/Bot331";"Ignat";"Ignat";"Ignat";"Ignat";"Ignat";"Ignat";"Ignat";"Ignat";"Ignat";"伊\t格\t纳\t特";"イグナート";"Ignat";"Ignat";"Гнат";"Ignat";"Ignat";"이그나트";"Ignat";"««Ignat»»";"Ignat";"阿\t妹\t你\t看";;
"coop/Bot332";"Illarion";"Illarion";"Illarion";"Illarion";"Illarion";"Illarion";"Illarion";"Illarion";"Illarion";"伊\t拉\t里\t翁";"イラリオン";"Illarion";"Illarion";"Іларіон";"Illarion";"Illarion";"일라리온";"Illarion";"««Illarion»»";"Illarion";"圣\t地\t轧\t够";;
"coop/Bot333";"Ilya";"Ilya";"Ilya";"Ilya";"Ilya";"Ilya";"Ilya";"Ilja";"Ilya";"伊\t利\t亚";"イリヤ";"Ilya";"Ilya";"Ілля";"Ilya";"Ilja";"일리야";"Ilya";"««Ilya»»";"Ilya";"红\t龙\t勇\t士";;
"coop/Bot334";"Inna";"Inna";"Inna";"Inna";"Inna";"Inna";"Inna";"Inna";"Inna";"因\t纳";"インナ";"Inna";"Inna";"Інна";"Inna";"Inna";"이나";"Inna";"««Inna»»";"Inna";"打\t趴\t下";;
"coop/Bot335";"Innokentiy";"Innokentiy";"Innokentiy";"Innokentiy";"Innokentiy";"Innokentiy";"Innokentiy";"Innokentij";"Innokentiy";"因\t诺\t肯\t季";"インノケンティー";"Innokentiy";"Innokentiy";"Інокентій";"Innokentiy";"Innokentyij";"이노켄치";"Innokentiy";"««Innokentiy»»";"Innokentiy";"把\t你\t打\t怕";;
"coop/Bot336";"Ippolit";"Ippolit";"Ippolit";"Ippolit";"Ippolit";"Ippolit";"Ippolit";"Ippolit";"Ippolit";"伊\t波\t利\t特";"イポリット";"Ippolit";"Ippolit";"Іполіт";"Ippolit";"Ippolit";"이폴리트";"Ippolit";"««Ippolit»»";"Ippolit";"怕\t了\t没\t有";;
"coop/Bot337";"Irakliy";"Irakliy";"Irakliy";"Irakliy";"Irakliy";"Irakliy";"Irakliy";"Iraklij";"Irakliy";"伊\t拉\t克\t利";"イラクリー";"Irakliy";"Irakliy";"Іраклій";"Irakliy";"Iraklij";"이라클리";"Irakliy";"««Irakliy»»";"Irakliy";"闸\t北\t路\t刀\t客";;
"coop/Bot338";"Karp";"Karp";"Karp";"Karp";"Karp";"Karp";"Karp";"Karp";"Karp";"卡\t尔\t普";"カープ";"Karp";"Karp";"Карп";"Karp";"Karp";"카르프";"Karp";"««Karp»»";"Karp";"我\t是\t国\t师";;
"coop/Bot339";"Khariton";"Khariton";"Khariton";"Khariton";"Khariton";"Khariton";"Khariton";"Chariton";"Khariton";"哈\t里\t顿";"ハリトン";"Khariton";"Khariton";"Харитон";"Khariton";"Hariton";"하리톤";"Khariton";"««Khariton»»";"Khariton";"星\t沉\t大\t海";;
"coop/Bot340";"Klara";"Klara";"Klara";"Klara";"Klara";"Klara";"Klara";"Klara";"Klara";"克\t拉\t拉";"クララ";"Klara";"Klara";"Клара";"Klara";"Klara";"클라라";"Klara";"««Klara»»";"Klara";"终\t极\t悍\t将";;
"coop/Bot341";"Kliment";"Kliment";"Kliment";"Kliment";"Kliment";"Kliment";"Kliment";"Kliment";"Kliment";"克\t里\t门\t特";"クリメント";"Kliment";"Kliment";"Климент";"Kliment";"Kliment";"클리멘트";"Kliment";"««Kliment»»";"Kliment";"又\t红\t又\t砖";;
"coop/Bot342";"Kondratiy";"Kondratiy";"Kondratiy";"Kondratiy";"Kondratiy";"Kondratiy";"Kondratiy";"Kondratij";"Kondratiy";"孔\t德\t拉\t季";"コンドラティ";"Kondratiy";"Kondratiy";"Кіндрат";"Kondratiy";"Kondratyij";"콘드라티";"Kondratiy";"««Kondratiy»»";"Kondratiy";"金\t刚\t护\t体";;
"coop/Bot343";"Konstantin";"Konstantin";"Konstantin";"Konstantin";"Konstantin";"Konstantin";"Konstantin";"Konstantin";"Konstantin";"康\t斯\t坦\t丁";"コンスタンチン";"Konstantin";"Konstantin";"Костянтин";"Konstantin";"Konsztantyin";"콘스탄틴";"Konstantin";"««Konstantin»»";"Konstantin";"射\t击\t指\t挥\t所";;
"coop/Bot344";"Kuzma";"Kuzma";"Kuzma";"Kuzma";"Kuzma";"Kuzma";"Kuzma";"Kuzma";"Kuzma";"库\t兹\t马";"クズマ";"Kuzma";"Kuzma";"Кузьма";"Kuzma";"Kuzma";"쿠즈마";"Kuzma";"««Kuzma»»";"Kuzma";"测\t距\t仪";;
"coop/Bot345";"Lavrentiy";"Lavrentiy";"Lavrentiy";"Lavrentiy";"Lavrentiy";"Lavrentiy";"Lavrentiy";"Lavrentij";"Lavrentiy";"拉\t夫\t连\t季";"ラヴレンチー";"Lavrentiy";"Lavrentiy";"Лаврентій";"Lavrentiy";"Lavrentyij";"라브렌티";"Lavrentiy";"««Lavrentiy»»";"Lavrentiy";"小\t口\t径\t武\t器";;
"coop/Bot346";"Larisa";"Larisa";"Larisa";"Larisa";"Larisa";"Larisa";"Larisa";"Larisa";"Larisa";"拉\t里\t莎";"ラリサ";"Larisa";"Larisa";"Лариса";"Larisa";"Larisza";"라리사";"Larisa";"««Larisa»»";"Larisa";"大\t口\t径\t武\t器";;
"coop/Bot347";"Lazar";"Lazar";"Lazar";"Lazar";"Lazar";"Lazar";"Lazar";"Lazar";"Lazar";"拉\t扎\t尔";"ラザール";"Lazar";"Lazar";"Лазар";"Lazar";"Lazar";"라자르";"Lazar";"««Lazar»»";"Lazar";"勃\t朗\t宁\t君";;
"coop/Bot348";"Leonid";"Leonid";"Leonid";"Leonid";"Leonid";"Leonid";"Leonid";"Leonid";"Leonid";"列\t昂\t尼\t德";"レオニド";"Leonid";"Leonid";"Леонід";"Leonid";"Leonyid";"레오니드";"Leonid";"««Leonid»»";"Leonid";"西\t斯\t帕\t诺\t君";;
"coop/Bot349";"Leontiy";"Leontiy";"Leontiy";"Leontiy";"Leontiy";"Leontiy";"Leontiy";"Leontij";"Leontiy";"列\t昂\t季";"レオンチー";"Leontiy";"Leontiy";"Леонтій";"Leontiy";"Leontyij";"레온티";"Leontiy";"««Leontiy»»";"Leontiy";"维\t克\t斯\t君";;
"coop/Bot350";"Lev";"Lev";"Lev";"Lev";"Lev";"Lev";"Lev";"Lev";"Lev";"列\t夫";"レブ";"Lev";"Lev";"Лев";"Lev";"Lev";"레프";"Lev";"««Lev»»";"Lev";"施\t瓦\t克\t机\t枪";;
"coop/Bot351";"Lidiya";"Lidiya";"Lidiya";"Lidiya";"Lidiya";"Lidiya";"Lidiya";"Lidija";"Lidiya";"利\t季\t娅";"リジヤ";"Lidiya";"Lidiya";"Лідія";"Lidiya";"Lidija";"리디야";"Lidiya";"««Lidiya»»";"Lidiya";"别\t列\t津\t机\t炮";;
"coop/Bot352";"Makar";"Makar";"Makar";"Makar";"Makar";"Makar";"Makar";"Makar";"Makar";"马\t卡\t尔";"メイカー";"Makar";"Makar";"Макар";"Makar";"Makar";"마카르";"Makar";"««Makar»»";"Makar";"通\t常\t爆\t弹";;
"coop/Bot353";"Matvey";"Matvey";"Matvey";"Matvey";"Mateo";"Matvey";"Matvey";"Matvej";"Matvey";"马\t特\t维";"マトヴェイ";"Matvey";"Matvey";"Матвій";"Matvey";"Matvej";"마트베이";"Matvey";"««Matvey»»";"Matvey";"陆\t用\t爆\t弹";;
